AA_ELEICAO,NR_ZONA,NR_SECAO,CD_TIPO_SECAO_AGREGADA,DS_TIPO_SECAO_AGREGADA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,CD_TIPO_LOCAL,DS_TIPO_LOCAL,DS_ENDERECO,NM_BAIRRO,NR_CEP,NR_LATITUDE,NR_LONGITUDE,CD_SITU_LOCAL_VOTACAO,DS_SITU_LOCAL_VOTACAO,CD_SITU_ZONA,DS_SITU_ZONA,CD_SITU_SECAO,DS_SITU_SECAO,CD_SITU_LOCALIDADE,DS_SITU_LOCALIDADE,CD_SITU_SECAO_ACESSIBILIDADE,DS_SITU_SECAO_ACESSIBILIDADE,QT_ELEITOR,QT_ELEITOR_ELEICAO
2020,409,400,3,Distribuída de ofício,1414,EMEB ALFREDO SCARPELLI,1,Convencional,"ESTRADA DOS ALVARENGA, 4090",JARDIM CAMPESTRE,9852550,-23.7339679,-46.5845021,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,283,0
2020,296,192,1,Principal,1058,EE. PROFª. MARIA OSÓRIO TEIXEIRA,1,Convencional,"RUA JOSE DIAS DONADELLI, 567",JARDIM BELITA,9851180,-23.7160163,-46.5891974,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,359,408
2020,409,321,1,Principal,1317,EM. PROF. PAULO FREIRE,1,Convencional,"ESTRADA HENRIQUE ROSA, 411 - JD. TUPÃ",FINCO,9831505,-23.7958558,-46.5473249,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,370,424
2020,296,15,1,Principal,1023,EE. SENADOR ROBERT KENNEDY,1,Convencional,"RUA NILO PEÇANHA, 200",VILA LUCIA,9810580,-23.7218423,-46.5690668,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,308,390
2020,174,349,1,Principal,2054,EM OLEGARIO JOSÉ GODOI,1,Convencional,"RUA TIRADENTES, 1913",SANTA TEREZINHA,9781220,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,316,419
2020,284,141,1,Principal,1104,EMEB. RAMIRO GONÇALEZ FERNANDES,1,Convencional,"RUA NIGÉRIA, 80",VILA NOVA SANTA LUZIA,9671040,-23.6667859,-46.6081472,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,308,409
2020,284,14,3,Distribuída de ofício,1023,EE. PROFA. CYNIRA PIRES SANTOS,1,Convencional,"RUA ÂNGELA THOMÉ, 134",RUDGE RAMOS,9624070,-23.6552837,-46.5730228,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,347,0
2020,174,339,1,Principal,2020,EMEB BENEDITO JOSÉ DE MORAIS,1,Convencional,"RUA FLORA BULCÃO L. VERTEMATE, 110",JARDIM SILVINA,9790100,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,314,409
2020,409,84,1,Principal,1090,EE. ANTONIO CAPUTO,1,Convencional,"RUA MARCILIO CONRADO, 280 - RIACHO GRANDE",RIO GRANDE,9830290,-23.7817126,-46.5304343,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,328,382
2020,283,346,1,Principal,1090,EMEB. DOUTOR VICENTE ZAMMITE MAMMANA,4,Temporário,"RUA OSCARITO, 25",JARDIM GAGLIARDI,9890040,-23.69472074,-46.56980788,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,339,339
2020,174,255,1,Principal,1937,EMEB EDSON DANILO DOTTO,1,Convencional,"AVENIDA PEDRO MENDES, 1875",PARQUE SELETA,9791530,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,299,425
2020,174,287,1,Principal,1260,EE PROF JOAQUIM MOREIRA BERNARDES,1,Convencional,"AVENIDA CONDE DE SAO LOURENCO, 65",JARDIM SILVINA,9791260,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,291,291
2020,174,309,1,Principal,2038,EMEB IRMÃ ODETE MARIA RAMOS PINTO,1,Convencional,"RUA DA COMUNIDADE, 100 A 160",VILA SÃO PEDRO,9784145,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,285,401
2020,284,89,1,Principal,1082,EE. DR. FAUSTO CARDOSO FIGUEIRA DE MELLO,1,Convencional,"RUA FRANCISCO ALVES, 580",PAULICÉIA,9692000,-23.6691883,-46.5855106,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,355,419
2020,296,367,1,Principal,1325,EMEB. MAURÍCIO CAETANO DE CASTRO,1,Convencional,"RUA ALEXANDRE BONÍCIO, 259",ALVES DIAS,9850450,-23.7209426,-46.5824293,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,308,359
2020,174,316,1,Principal,1937,EMEB EDSON DANILO DOTTO,1,Convencional,"AVENIDA PEDRO MENDES, 1875",PARQUE SELETA,9791530,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,296,426
2020,174,64,1,Principal,1112,EE BRAZILIA TONDI DE LIMA,1,Convencional,"RUA IZABEL DE ANDRADE MAIA, 733",VILA SAO JOSÉ,9790430,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,290,404
2020,284,153,1,Principal,1082,EE. DR. FAUSTO CARDOSO FIGUEIRA DE MELLO,1,Convencional,"RUA FRANCISCO ALVES, 580",PAULICÉIA,9692000,-23.6691883,-46.5855106,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,352,420
2020,414,88,1,Principal,1074,EMEB. PROFA. MARIA THEREZINHA BESANA,1,Convencional,"RUA DOS VIANAS, 2897",JARDIM FARINA,9761000,-23.70767359,-46.52704812,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,372,372
2020,409,134,1,Principal,1155,EE. PROF. DOMINGOS PEIXOTO DA SILVA,1,Convencional,"ESTRADA DOS ALVARENGA, 7199 - JD. LAURA",ALVARENGA,9850550,-23.7451778,-46.607764,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,359,404
2020,409,286,1,Principal,1341,EM. BOSKO PRERADOVIC,1,Convencional,"RUA BRAZ CUBAS, 121 - ALVARENGA",JARDIM LAS PALMAS,9854030,-23.7551292,-46.6040677,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,354,437
2020,409,352,1,Principal,1350,EM. JOSÉ ARNAUD DA SILVA,1,Convencional,"RUA DAS PAINEIRAS, 01 - ALVARENGA",JARDIM PINHEIROS,9854700,-23.7600709,-46.5974048,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,367,439
2020,174,374,1,Principal,2100,EE MAURICIO DE CASTRO (ANTIGA EE SÃO PEDRO),1,Convencional,RUA DO OLEODUTO S/N,VILA SÃO PEDRO,9784050,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,291,397
2020,283,372,3,Distribuída de ofício,1341,COLÉGIO DARWIN (ANTIGO COLÉGIO ANCHIETA),1,Convencional,"AV. SENADOR VERGUEIRO, 505",JARDIM DO MAR,9750000,-23.68993776,-46.55289139,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,397,0
2020,283,305,1,Principal,1309,EMEB. PROFª JANDIRA MARIA CASONATO,1,Convencional,"RUA PADRE CARMELO, 59",JORDANÓPOLIS,9892000,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,367,464
2020,283,344,1,Principal,1376,EMEB. CASSIANO RICARDO,1,Convencional,"AVENIDA MOINHO FABRINI, 680",JARDIM VERA CRUZ,9861160,-23.69891871,-46.58168464,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,361,446
2020,414,32,3,Distribuída de ofício,1023,EMEB. PADRE ANGELO CERONI,1,Convencional,"AVENIDA PERY RONCHETTI, S/N",JARDIM NASCIMENTO,9771001,-23.70671783,-46.5358856,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,263,0
2020,283,135,1,Principal,1155,EE. VINTE DE AGOSTO,1,Convencional,"AVENIDA KENNEDY, 919",JARDIM DO MAR,9726263,-23.68178897,-46.55810918,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,370,447
2020,296,376,1,Principal,1333,EE. PROFª. MARIA AUXILIADORA MARQUES,1,Convencional,"RUA DOS TAPIRANGÁS, 35",PARQUE DOS PÁSSAROS,9861325,-23.710898,-46.5844147,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,371,405
2020,296,315,1,Principal,1120,EE. JEAN PIAGET,1,Convencional,"RUA MARIA COPEINSK, 191",JARDIM DETROIT,9840520,-23.7386395,-46.573612,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,387,416
2020,296,71,1,Principal,1074,EE. DOUTOR JOÃO FIRMINO CORREIA DE ARAÚJO,1,Convencional,"RUA MARIA  AZEVEDO FLORENCE, 233",VILA CLARAVAL,9811050,-23.7248032,-46.5673258,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,382,382
2020,414,20,1,Principal,1023,EMEB. PADRE ANGELO CERONI,1,Convencional,"AVENIDA PERY RONCHETTI, S/N",JARDIM NASCIMENTO,9771001,-23.70671783,-46.5358856,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,263,434
2020,414,139,1,Principal,1147,COLÉGIO PARAÍSO,1,Convencional,"RUA AMPARO, 322",VILA BAETA NEVES,9751350,-23.69354136,-46.54526005,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,323,323
2020,414,74,1,Principal,1066,EE. PROF. CLÓVIS DE LUCCA,1,Convencional,"RUA DOS VIANAS, 1915",JARDIM FARINA,9760510,-23.70438388,-46.53555858,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,393,422
2020,414,265,1,Principal,1139,INBM. INSTITUTO DE ENSINO BARÃO DE MAUÁ,1,Convencional,"AVENIDA SENADOR FLÁQUER, 555",VILA EUCLIDES,9725442,-23.6977748,-46.55932775,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,369,368
2020,409,296,1,Principal,1376,EM. KAROLINA ZOFIA LEWANDOWSKA,1,Convencional,"ESTRADA DA CAMA PATENTE, 510/520 - ALVARENGA",PARQUE ESMERALDA,9842100,-23.7449768,-46.5960144,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,140,424
2020,283,110,1,Principal,1120,EMEB. DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,1,Convencional,"RUA DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,155",VILA ROSA,9862330,-23.699316,-46.58535535,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,369,369
2020,174,190,1,Principal,1961,EMEB PADRE LEO COMMISSARI,1,Convencional,"RUA NEUZA COELHO, 80",VILA SAO JOSÉ,9790460,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,287,383
2020,414,241,1,Principal,1147,COLÉGIO PARAÍSO,1,Convencional,"RUA AMPARO, 322",VILA BAETA NEVES,9751350,-23.69354136,-46.54526005,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,322,322
2020,296,425,1,Principal,1465,EMEB. MARCOS ROGÉRIO DA ROSA,1,Convencional,"ESTRADA DOS CASA, 3681",JARDIM DO LAGO,9840000,-23.7421503,-46.5761706,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,372,396
2020,414,87,1,Principal,1074,EMEB. PROFA. MARIA THEREZINHA BESANA,1,Convencional,"RUA DOS VIANAS, 2897",JARDIM FARINA,9761000,-23.70767359,-46.52704812,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,366,366
2020,409,403,3,Distribuída de ofício,1120,EE. OMAR DONATO BASSANI,1,Convencional,"ESTRADA ERNESTO ZABEU, 253",TATETOS,9835000,-23.828956,-46.5602879,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,314,0
2020,414,128,1,Principal,1112,COLÉGIO ARBOS,1,Convencional,"RUA SERGIPE, 300",VILA JULIA,9770080,-23.70833994,-46.54155165,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,324,434
2020,296,66,1,Principal,1074,EE. DOUTOR JOÃO FIRMINO CORREIA DE ARAÚJO,1,Convencional,"RUA MARIA  AZEVEDO FLORENCE, 233",VILA CLARAVAL,9811050,-23.7248032,-46.5673258,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,383,383
2020,284,42,1,Principal,1031,EE. LAURO GOMES DE ALMEIDA,1,Convencional,"RUA GAL. CRAVEIRO LOPES, 110",VILA CAMARGO,9634010,-23.6523798,-46.5684551,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,242,352
2020,284,19,1,Principal,1023,EE. PROFA. CYNIRA PIRES SANTOS,1,Convencional,"RUA ÂNGELA THOMÉ, 134",RUDGE RAMOS,9624070,-23.6552837,-46.5730228,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,345,425
2020,414,158,1,Principal,1155,EE. PROF. MAURÍCIO ANTUNES FERRAZ,1,Convencional,"RUA PRINCESA FRANCISCA CAROLINA, 555",JARDIM NOVA PETRÓPOLIS,9770340,-23.70497931,-46.54292674,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,312,312
2020,414,251,1,Principal,1201,EMEB. PROFA. NADIA APARECIDA ISSA PINA,1,Convencional,"AVENIDA IMPERATRIZ LEOPOLDINA, 1080",NOVA PETRÓPOLIS,9770272,-23.70745331,-46.54162117,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,291,432
2020,296,448,1,Principal,1490,COLÉGIO ÁBACO,1,Convencional,"AVENIDA JOÃO FIRMINO, 1.099",VILA SIMONE,9810260,-23.7222448,-46.5684775,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,354,419
2020,414,169,1,Principal,1139,INBM. INSTITUTO DE ENSINO BARÃO DE MAUÁ,1,Convencional,"AVENIDA SENADOR FLÁQUER, 555",VILA EUCLIDES,9725442,-23.6977748,-46.55932775,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,305,305
2020,409,401,2,Agregada,1392,EMEB JOSE CATALDI,1,Convencional,"RUA JOÃO GERBELLI, 330 - DEMARCHI",JARDIM ANDRÉA DEMARCHI,9820380,-23.7385589,-46.5499879,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,115,0
2020,296,374,1,Principal,1120,EE. JEAN PIAGET,1,Convencional,"RUA MARIA COPEINSK, 191",JARDIM DETROIT,9840520,-23.7386395,-46.573612,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,388,416
2020,174,371,1,Principal,2100,EE MAURICIO DE CASTRO (ANTIGA EE SÃO PEDRO),1,Convencional,RUA DO OLEODUTO S/N,VILA SÃO PEDRO,9784050,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,286,397
2020,284,139,1,Principal,1031,EE. LAURO GOMES DE ALMEIDA,1,Convencional,"RUA GAL. CRAVEIRO LOPES, 110",VILA CAMARGO,9634010,-23.6523798,-46.5684551,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,241,352
2020,296,77,1,Principal,1082,EE. SANTA OLÍMPIA,1,Convencional,"RUA FREIRE DE ANDRADE, 4",VILA RICA,9850260,-23.7250996,-46.5773545,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,325,409
2020,284,134,1,Principal,1104,EMEB. RAMIRO GONÇALEZ FERNANDES,1,Convencional,"RUA NIGÉRIA, 80",VILA NOVA SANTA LUZIA,9671040,-23.6667859,-46.6081472,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,308,409
2020,174,62,3,Distribuída de ofício,1104,EE PROFA MARIA CRISTINA SCHIMIDT MIRANDA,1,Convencional,"RUA ABRAMO LUCHESI, 12",JARDIM LEBLON,9781030,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,250,0
2020,284,77,1,Principal,1074,EE. MIN. LAUDO FERREIRA DE CAMARGO,1,Convencional,"RUA JÚLIO DE MESQUITA, 757",PAULICÉIA,9691100,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,346,405
2020,296,469,1,Principal,1570,EMEB. ARI LACERDA RODRIGUES,1,Convencional,"RUA PRIMEIRO DE MAIO, 180",JARDIM DO LAGO,9840770,-23.7401649,-46.5763405,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,397,397
2020,409,71,1,Principal,1074,EE. DR. FRANCISCO EMYGDIO PEREIRA NETO,1,Convencional," R ARMANDO BACKX, 441 - DEMARCHI   ",JARDIM DAS ACÁCIAS,9811410,-23.7290928,-46.555254,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,334,395
2020,174,460,3,Distribuída de ofício,1953,EMEB MAURICIO CAETANO DE CASTRO,1,Convencional,"RUA FIORAVANTE BORIN, 66",JARDIM YRAJÁ,9781420,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,293,0
2020,283,107,1,Principal,1120,EMEB. DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,1,Convencional,"RUA DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,155",VILA ROSA,9862330,-23.699316,-46.58535535,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,335,432
2020,414,91,1,Principal,1074,EMEB. PROFA. MARIA THEREZINHA BESANA,1,Convencional,"RUA DOS VIANAS, 2897",JARDIM FARINA,9761000,-23.70767359,-46.52704812,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,362,362
2020,174,168,3,Distribuída de ofício,1163,EE PROF CARLOS PEZZOLO,1,Convencional,"RUA TIRADENTES, 1755",SANTA TEREZINHA,9781220,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,278,0
2020,409,110,1,Principal,1120,EE. OMAR DONATO BASSANI,1,Convencional,"ESTRADA ERNESTO ZABEU, 253",TATETOS,9835000,-23.828956,-46.5602879,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,317,404
2020,409,390,3,Distribuída de ofício,1228,EMEB BRUNO MASSONE,1,Convencional,"RUA CINTRA, 20 - RIO GRANDE",ESTORIL,9831040,-23.7754446,-46.5214231,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,225,0
2020,409,48,1,Principal,1058,EEPSG DR. ADAIL LUIZ MULLER,1,Convencional,"R MATEOS DEMARCHI, 181 - DEMARCHI",JARDIM DAS QUATRO MARIAS,9820270,-23.740164,-46.5557,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,351,421
2020,409,181,3,Distribuída de ofício,1139,EE. DR. MATHIAS OCTAVIO ROXO NOBRE,1,Convencional,"ESTRADA GALVAO BUENO, 4983",BATISTINI,9842080,-23.755573,-46.5764431,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,317,0
2020,414,267,3,Distribuída de ofício,1201,EMEB. PROFA. NADIA APARECIDA ISSA PINA,1,Convencional,"AVENIDA IMPERATRIZ LEOPOLDINA, 1080",NOVA PETRÓPOLIS,9770272,-23.70745331,-46.54162117,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,127,0
2020,409,305,1,Principal,1333,EM. NATALINA CUZZIOL FERRO,1,Convencional,"RUA SALIM MAHFOUD, 965",PARQUE TERRA NOVA I I,9820780,-23.7490389,-46.5490682,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,349,408
2020,283,347,1,Principal,1155,EE. VINTE DE AGOSTO,1,Convencional,"AVENIDA KENNEDY, 919",JARDIM DO MAR,9726263,-23.68178897,-46.55810918,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,401,401
2020,174,26,1,Principal,1074,COLÉGIO DONA LEONOR MENDES DE BARROS,1,Convencional,"RUA AMERICO BRASILIENSE, 449",CENTRO,9715020,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,278,393
2020,284,137,3,Distribuída de ofício,1112,EMEB. ESCRITOR JÚLIO ATLAS,1,Convencional,"RUA FRANCISCO ALVES, 1301",PAULICÉIA,9692100,-23.6664654,-46.5919171,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,338,0
