AA_ELEICAO,NR_ZONA,NR_SECAO,CD_TIPO_SECAO_AGREGADA,DS_TIPO_SECAO_AGREGADA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,CD_TIPO_LOCAL,DS_TIPO_LOCAL,DS_ENDERECO,NM_BAIRRO,NR_CEP,NR_LATITUDE,NR_LONGITUDE,CD_SITU_LOCAL_VOTACAO,DS_SITU_LOCAL_VOTACAO,CD_SITU_ZONA,DS_SITU_ZONA,CD_SITU_SECAO,DS_SITU_SECAO,CD_SITU_LOCALIDADE,DS_SITU_LOCALIDADE,CD_SITU_SECAO_ACESSIBILIDADE,DS_SITU_SECAO_ACESSIBILIDADE,QT_ELEITOR,QT_ELEITOR_ELEICAO
2016,414,30,1,Principal,1023,EMEB. PADRE ANGELO CERONI,1,Convencional,"AVENIDA PERY RONCHETTI, S/N",JARDIM NASCIMENTO,9771001,-23.70671783,-46.5358856,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,367,367
2016,284,154,1,Principal,1066,EE. PROF. AMADEU OLIVÉRIO,1,Convencional,"RUA ITAÚNA, 66",VILA VIVALDI,9616070,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,374,374
2016,409,25,1,Principal,1031,EE. PROF. JACOB CASSEB,1,Convencional,"ESTRADA DA CAMA PATENTE, 200",ALVARENGA,9842100,-23.7410473,-46.5960142,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,333,333
2016,414,170,1,Principal,1112,COLÉGIO ARBOS,1,Convencional,"RUA SERGIPE, 300",VILA JULIA,9770080,-23.70833994,-46.54155165,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,377,377
2016,283,138,1,Principal,1155,EE. VINTE DE AGOSTO,1,Convencional,"AVENIDA KENNEDY, 919",JARDIM DO MAR,9726263,-23.68178897,-46.55810918,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,393,393
2016,414,73,1,Principal,1066,EE. PROF. CLÓVIS DE LUCCA,1,Convencional,"RUA DOS VIANAS, 1915",JARDIM FARINA,9760510,-23.70438388,-46.53555858,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,378,378
2016,284,191,1,Principal,1112,EMEB. ESCRITOR JÚLIO ATLAS,1,Convencional,"RUA FRANCISCO ALVES, 1301",PAULICÉIA,9692100,-23.6664654,-46.5919171,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,360,360
2016,414,101,1,Principal,1082,EMEB. MARIA ADELAIDE,1,Convencional,"AVENIDA SENADOR FLÁQUER, 979",VILA EUCLIDES,9725443,-23.70089249,-46.56042605,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,370,370
2016,283,98,1,Principal,1104,EE. PROF. ANTONIO NASCIMENTO,1,Convencional,"AVENIDA PADRE ANCHIETA, 835",JORDANÓPOLIS,9891420,-23.68425532,-46.57435117,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,392,392
2016,174,415,1,Principal,2097,FACULDADE INTERAÇÃO AMERICANA,1,Convencional,"RUA ODEON, 150",VILA ALCÂNTARA,9720290,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,51,51
2016,409,238,1,Principal,1295,EM. PROFª SUZETE APARECIDA DE CAMPOS,1,Convencional,"RUA MARCÍLIO CONRADO, 350",RIACHO GRANDE,9830290,-23.7824788,-46.5301313,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,343,343
2016,174,195,1,Principal,1236,EE PROF CELIO LUIZ NEGRINI,1,Convencional,"ESTRADA DA PEDRA BRANCA, S/N",AREIÃO,9792000,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,346,346
2016,296,196,1,Principal,1066,EMEB. LOPES TROVÃO,1,Convencional,"RUA AUSTRÁLIA, 120",JARDIM SANTO IGNÁCIO,9861390,-23.7063119,-46.5857767,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,308,308
2016,296,47,1,Principal,1058,EE. PROFª. MARIA OSÓRIO TEIXEIRA,1,Convencional,"RUA JOSE DIAS DONADELLI, 567",JARDIM BELITA,9851180,-23.7160163,-46.5891974,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,370,370
2016,174,24,1,Principal,1066,FACULDADE SAO BERNARDO - FASB,1,Convencional,"RUA JOÃO PESSOA, 601",CENTRO,9715020,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,316,316
2016,174,42,1,Principal,1090,EE PROFA LUIZA COLLACO QUEIROZ  FONSECA,1,Convencional,"RUA VICENTE MOREIRA DA ROCHA, 44",FERRAZÓPOLIS,9790100,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,347,347
2016,409,96,1,Principal,1104,EE. PROFª MARIA PIRES,1,Convencional,"ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA",BOTUJURU,9822020,-23.7625832,-46.5374496,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,383,383
2016,283,119,1,Principal,1139,EMEB. PROFª MARIA JUSTINA DE CAMARGO,1,Convencional,"RUA ANTONIO PEREIRA DE MATOS, 100",JARDIM VERA CRUZ,9860040,-23.69886241,-46.58042219,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,380,380
2016,409,195,1,Principal,1155,EE. PROF. DOMINGOS PEIXOTO DA SILVA,1,Convencional,"ESTRADA DOS ALVARENGA, 7199",ALVARENGA,9850550,-23.7451778,-46.607764,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,354,354
2016,174,22,1,Principal,1058,EE JOAO RAMALHO,1,Convencional,"RUA JOSE BONIFACIO, 102",CENTRO,9721160,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,357,357
2016,284,167,1,Principal,1066,EE. PROF. AMADEU OLIVÉRIO,1,Convencional,"RUA ITAÚNA, 66",VILA VIVALDI,9616070,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,372,372
2016,409,308,1,Principal,1341,EM. BOSKO PRERADOVIC,1,Convencional,"RUA BRAZ CUBAS, 121",JARDIM LAS PALMAS,9854030,-23.7551292,-46.6040677,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,395,395
2016,409,64,1,Principal,1074,EE. DR. FRANCISCO EMYGDIO PEREIRA NETO,1,Convencional,"R ARMANDO BACKX, 441",JARDIM DAS ACÁCIAS,9811410,-23.7290928,-46.555254,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,334,334
2016,409,23,1,Principal,1031,EE. PROF. JACOB CASSEB,1,Convencional,"ESTRADA DA CAMA PATENTE, 200",ALVARENGA,9842100,-23.7410473,-46.5960142,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,340,340
2016,409,342,1,Principal,1406,EMEB ANTÔNIO DOS SANTOS FARIAS,1,Convencional,"RUA IRATI, 11",BATISTINI,9843370,-23.7753681,-46.5995254,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,362,362
2016,283,112,1,Principal,1120,EMEB. DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,1,Convencional,"RUA DOUTOR JOSÉ FERRAZ DE MAGALHÃES CASTRO,155",VILA ROSA,9862330,-23.699316,-46.58535535,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,392,392
2016,174,92,1,Principal,1120,EMEB  PREFEITO ALDINO PINOTTI,1,Convencional,"RUA ANTONIO SIMIONATO, 103",VILA SANTA TEREZINHA,9780180,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,350,350
2016,284,48,1,Principal,1058,EMEB. VIRIATO CORREIA,1,Convencional,"RUA BRASIL, 430",RUDGE RAMOS,9627000,-23.6605931,-46.5641251,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,374,374
2016,283,324,1,Principal,1279,IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR,1,Convencional,"AVENIDA DOM JAIME DE BARROS CÂMARA, 1000",PLANALTO,9895400,-23.70734066,-46.57118281,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,383,383
2016,283,75,1,Principal,1090,EMEB. DOUTOR VICENTE ZAMMITE MAMMANA,1,Convencional,"RUA OSCARITO, 25",JARDIM GAGLIARDI,9890040,-23.69472074,-46.56980788,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,366,366
2016,174,168,1,Principal,1163,EE PROF CARLOS PEZZOLO,1,Convencional,"RUA TIRADENTES, 1755",SANTA TEREZINHA,9781220,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,325,325
2016,409,156,1,Principal,1180,EM. JOSÉ IBIAPINO FRANKLIN,1,Convencional,"RUA EDMUNDO DOS SANTOS, 14",SANTA CRUZ,9835563,-23.8442335,-46.5989574,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,388,388
2016,409,120,1,Principal,1139,EE. DR. MATHIAS OCTAVIO ROXO NOBRE,1,Convencional,"ESTRADA GALVAO BUENO, 4983",BATISTINI,9842080,-23.755573,-46.5764431,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,350,350
2016,409,251,1,Principal,1260,EE. DIPLOMATA SERGIO VIEIRA DE MELLO,1,Convencional,"ESTRADA DOS ALVARENGA, 4100",ALVARENGA,9850550,-23.7347048,-46.5854403,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,384,384
2016,409,272,1,Principal,1325,EM. OCTÁVIO EDGARD DE OLIVEIRA,1,Convencional,"RUA JOÃO SALDANHA, 424",PARQUE LOS ANGELES,9843200,-23.7711832,-46.6109431,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,378,378
2016,174,254,1,Principal,1988,EE NELSON MONTEIRO PALMA,1,Convencional,RUA FRANCISCO BONICIO S/N,VILA DO TANQUE,9781260,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,309,309
2016,284,99,1,Principal,1090,EE. PROF. JORGE RAHME,1,Convencional,"AV. DO TABOÃO, 3550",TABOÃO,9656000,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,361,361
2016,414,103,1,Principal,1082,EMEB. MARIA ADELAIDE,1,Convencional,"AVENIDA SENADOR FLÁQUER, 979",VILA EUCLIDES,9725443,-23.70089249,-46.56042605,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,367,367
2016,174,43,1,Principal,1090,EE PROFA LUIZA COLLACO QUEIROZ  FONSECA,1,Convencional,"RUA VICENTE MOREIRA DA ROCHA, 44",FERRAZÓPOLIS,9790100,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,382,382
2016,296,100,1,Principal,1112,EE. PROF EUCLYDES DESLANDES,1,Convencional,"ESTRADA DOS CASA, 2109",JARDIM IPÊ,9840000,-23.7419138,-46.5724073,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,378,378
2016,174,63,1,Principal,1112,EE BRASILIA TONDI DE LIMA,1,Convencional,"AVENIDA ISABEL DE ANDRADE MAIA, 7",VILA SAO JOSÉ,9790430,-1.0,-1.0,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,368,368
2016,174,286,1,Principal,1066,FACULDADE SAO BERNARDO - FASB,1,Convencional,"RUA JOÃO PESSOA, 601",CENTRO,9715020,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,340,340
2016,409,67,1,Principal,1074,EE. DR. FRANCISCO EMYGDIO PEREIRA NETO,1,Convencional,"R ARMANDO BACKX, 441",JARDIM DAS ACÁCIAS,9811410,-23.7290928,-46.555254,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,319,319
2016,414,56,1,Principal,1040,EE. DR. JOSÉ FORNARI,1,Convencional,"RUA APARECIDA, 198",VILA BAETA NEVES,9751330,-23.69197852,-46.5460875,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,388,388
2016,409,117,1,Principal,1139,EE. DR. MATHIAS OCTAVIO ROXO NOBRE,1,Convencional,"ESTRADA GALVAO BUENO, 4983",BATISTINI,9842080,-23.755573,-46.5764431,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,331,331
2016,283,361,1,Principal,1279,IMS. INSTITUTO METODISTA DE ENSINO SUPERIOR,1,Convencional,"AVENIDA DOM JAIME DE BARROS CÂMARA, 1000",PLANALTO,9895400,-23.70734066,-46.57118281,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,393,393
2016,174,257,1,Principal,1171,EE PROF ANDRE FERREIRA,1,Convencional,"RUA REGENTE LIMA E SILVA, 301",FERRAZÓPOLIS,9781130,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,1,Com acessibilidade,288,288
2016,174,274,1,Principal,1210,EE METALURGICO LUIS DOS SANTOS,1,Convencional,"RUA PRIMO BECHELLI, 133",MONTANHÃO,9791620,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,347,347
2016,296,396,1,Principal,1104,EMEB. PROFº. SALVADOR GORI,1,Convencional,"ESTRADA PARTICULAR FUKUTARO YIDA, 700",JARDIM UENOYAMA,9852060,-23.7197638,-46.5958002,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,391,391
2016,284,12,1,Principal,1015,EMEB. PROF. OTÍLIO DE OLIVEIRA,1,Convencional,"RUA LONDRINA, 350",RUDGE RAMOS,9635100,-23.6525083,-46.5709038,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,372,372
2016,283,147,1,Principal,1163,EMEB. PROFº GERALDO HYPÓLITO,1,Convencional,"RUA CONTINENTAL, 785",JARDIM DO MAR,9726411,-23.68520682,-46.56254519,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,395,395
2016,174,373,1,Principal,1937,EMEB EDSON DANILO DOTTO,1,Convencional,"RUA HUM, 1875",PARQUE SELETA,9791530,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,394,394
2016,409,213,1,Principal,1252,EM. PROF. WALDEMAR CANCIANI,1,Convencional,"RUA JOSÉ MARTINS FERNANDES, 86",JARDIM DA REPRESA,9843740,-23.7696544,-46.59033,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,386,386
2016,284,130,1,Principal,1104,EMEB. RAMIRO GONÇALES FERNANDES,1,Convencional,"RUA NIGÉRIA, 80",VILA NOVA SANTA LUZIA,9671040,-23.6667859,-46.6081472,5,BLOQUEADO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,358,358
2016,283,216,1,Principal,1139,EMEB. PROFª MARIA JUSTINA DE CAMARGO,1,Convencional,"RUA ANTONIO PEREIRA DE MATOS, 100",JARDIM VERA CRUZ,9860040,-23.69886241,-46.58042219,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,378,378
2016,284,29,1,Principal,1023,EE. PROFA. CYNIRA PIRES SANTOS,1,Convencional,"RUA ÂNGELA THOMÉ, 134",RUDGE RAMOS,9624070,-23.6552837,-46.5730228,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,372,372
2016,174,420,1,Principal,1058,EE JOAO RAMALHO,1,Convencional,"RUA JOSE BONIFACIO, 102",CENTRO,9721160,-1.0,-1.0,1,ATIVO,1,ATIVO,1,ATIVO,1,ATIVO,0,Sem acessibilidade,82,82
